timestamp,threat_type,source_ip,source_mac,details
2025-10-29 08:00:22.836608,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mmx-ds.cdn.whatsapp.net.']"
2025-10-29 08:00:31.488970,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2a03:2880:f36a:120:face:b00c:0:167', '57.144.213.32']"
2025-10-29 08:00:36.724433,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2a03:2880:f36a:120:face:b00c:0:167', '57.144.213.32']"
2025-10-29 08:00:47.062775,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2a03:2880:f36a:120:face:b00c:0:167', '57.144.213.32']"
2025-10-29 08:00:54.119974,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2a03:2880:f36a:120:face:b00c:0:167', '57.144.213.32']"
2025-10-29 08:00:56.179775,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '172.64.155.209']"
2025-10-29 08:00:59.287509,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '172.64.155.209']"
2025-10-29 08:01:01.706763,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '172.64.155.209']"
2025-10-29 08:01:03.738250,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2600:1f18:24e6:b901:72e3:1bfe:b271:96b2', '3.233.158.111']"
2025-10-29 08:01:17.203272,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:01:23.601270,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:01:25.745802,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:01:28.087232,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:01:34.396812,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:01:38.199743,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:01:47.689770,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:01:54.775996,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:01:59.446793,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:02:01.731082,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:02:04.310711,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:02:10.250089,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:02:13.055452,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:02:17.096973,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:02:28.295727,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:02:42.188217,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:02:44.357219,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:02:50.907343,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mmx-ds.cdn.whatsapp.net.']"
2025-10-29 08:03:02.321648,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mmx-ds.cdn.whatsapp.net.']"
2025-10-29 08:03:06.792255,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mmx-ds.cdn.whatsapp.net.']"
2025-10-29 08:03:08.828463,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mmx-ds.cdn.whatsapp.net.']"
2025-10-29 08:03:11.418158,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mmx-ds.cdn.whatsapp.net.']"
2025-10-29 08:03:13.485015,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '142.250.207.170']"
2025-10-29 08:03:16.999398,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '142.250.207.170']"
2025-10-29 08:03:20.170517,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:03:23.191178,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:03:25.715691,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:03:28.217303,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:03:30.509681,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:03:35.770008,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:03:44.024524,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:03:48.639945,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:03:55.416349,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:03:57.699608,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:04:05.110811,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:04:08.954769,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:04:13.014443,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:04:17.989064,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:04:23.136755,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:04:36.408803,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:04:39.017184,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:04:42.364388,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:04:55.988462,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:05:04.159257,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:05:09.463909,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:05:17.603013,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:05:23.740484,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:05:27.514423,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:05:33.214374,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'deault-exp-tas-com.e-0014.e-msedge.net.']"
2025-10-29 08:05:36.373060,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:05:38.839599,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:05:47.500675,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:05:52.035601,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:05:55.534097,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:05:58.499021,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:06:00.451644,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:06:08.765437,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:06:16.541655,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:06:18.605075,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:06:23.652293,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:06:33.615013,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:06:36.560407,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:06:40.281356,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2404:a800:6:301:face:b00c:3333:7020', '116.119.224.34']"
2025-10-29 08:06:45.630667,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.107.243.93']"
2025-10-29 08:06:53.925937,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.107.243.93']"
2025-10-29 08:06:59.957074,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.107.243.93']"
2025-10-29 08:07:19.252302,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.107.243.93']"
2025-10-29 08:07:23.501538,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.107.243.93']"
2025-10-29 08:07:33.546148,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.107.243.93']"
2025-10-29 08:07:36.968420,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.107.243.93']"
2025-10-29 08:07:39.671585,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.107.243.93']"
2025-10-29 08:07:44.848697,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.107.243.93']"
2025-10-29 08:07:52.997268,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.107.243.93']"
2025-10-29 08:07:56.082609,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.107.243.93']"
2025-10-29 08:08:08.656219,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mozilla.map.fastly.net.']"
2025-10-29 08:08:13.718558,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:08:15.726815,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:08:19.523096,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:08:23.672930,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:08:38.375825,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:08:43.935177,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:08:53.496704,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:08:57.370001,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:09:09.710911,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:09:17.132439,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:09:20.198844,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:09:30.846698,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:09:36.553549,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:09:39.141851,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:09:45.575721,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:09:57.870209,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:10:00.517234,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:10:09.091043,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:10:14.904187,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:10:19.044633,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:10:21.039617,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:10:26.083502,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:10:44.178139,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:11:02.939620,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:11:11.302026,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:11:21.640752,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:11:26.755003,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:11:32.528493,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:13:14.278365,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:13:17.157981,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:13:20.582882,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:13:23.355319,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:13:27.576501,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:13:41.340088,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:13:48.258728,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:13:55.494039,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:14:00.844775,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:14:03.234483,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 08:14:05.256169,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:07.784683,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:10.185100,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:13.655378,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:16.235885,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:18.803051,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:23.400963,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:27.100421,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:31.727651,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:34.203833,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:39.856130,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:44.378177,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:47.692948,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:54.624105,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:14:58.298967,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:15:04.198479,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:15:11.601666,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:15:15.100739,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: ['116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:15:19.298860,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: ['116.119.195.164', '2404:a800:6:196:face:b00c:3333:7020']"
2025-10-29 08:15:23.683114,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'ocsp.edge.digicert.com.']"
2025-10-29 08:15:26.427750,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'ocsp.edge.digicert.com.']"
2025-10-29 08:15:28.440523,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'ocsp.edge.digicert.com.']"
2025-10-29 08:15:48.010739,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'ocsp.edge.digicert.com.']"
2025-10-29 08:16:46.786198,ML Anomaly,10.89.153.232,Blocked via ML,Score=-0.11364107180963001
2025-10-29 10:04:25.803656,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:04:28.488148,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mobile.events.data.trafficmanager.net.']"
2025-10-29 10:04:30.527759,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2606:4700:9760:5eb1:aba5:80f:e4cb:86d5', '104.18.41.158']"
2025-10-29 10:04:33.057541,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mmx-ds.cdn.whatsapp.net.']"
2025-10-29 10:04:34.555338,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'pki-goog.l.google.com.']"
2025-10-29 10:04:40.792872,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mmx-ds.cdn.whatsapp.net.']"
2025-10-29 10:04:42.901653,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'mmx-ds.cdn.whatsapp.net.']"
2025-10-29 10:04:47.056806,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2a03:2880:f369:120:face:b00c:0:167', '57.144.211.32']"
2025-10-29 10:04:51.285415,ML Anomaly,57.144.211.32,Blocked via ML,Score=-0.12602073130831593
2025-10-29 10:08:17.877677,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 10:08:26.416987,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 10:08:30.410259,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 10:08:39.166314,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 10:08:54.002596,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 10:08:58.398031,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 10:09:00.399949,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, b'vscode-cdn.z01.azurefd.net.']"
2025-10-29 10:09:30.596815,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.36.137.203']"
2025-10-29 10:09:32.924649,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.36.137.203']"
2025-10-29 10:09:39.043596,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.36.137.203']"
2025-10-29 10:09:45.744881,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.36.137.203']"
2025-10-29 10:09:47.827081,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.36.137.203']"
2025-10-29 10:09:50.459797,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.36.137.203']"
2025-10-29 10:09:52.494572,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.36.137.203']"
2025-10-29 10:09:55.533585,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.36.137.203']"
2025-10-29 10:09:58.483809,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '34.36.137.203']"
2025-10-29 10:10:00.527607,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2600:1408:ec00:36::1736:7f2f', '23.215.0.132', '23.220.75.238', '2600:1406:5e00:6::17ce:bc29']"
2025-10-29 10:10:08.003140,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2600:1408:ec00:36::1736:7f2f', '23.215.0.132', '23.220.75.238', '2600:1406:5e00:6::17ce:bc29']"
2025-10-29 10:10:10.776118,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2600:1408:ec00:36::1736:7f2f', '23.215.0.132', '23.220.75.238', '2600:1406:5e00:6::17ce:bc29']"
2025-10-29 10:10:14.507755,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2600:1408:ec00:36::1736:7f2f', '23.215.0.132', '23.220.75.238', '2600:1406:5e00:6::17ce:bc29']"
2025-10-29 10:10:17.085234,DNS Spoofing,Unknown,Switched to 1.1.1.1,"IPs detected: [None, '2600:1408:ec00:36::1736:7f2f', '23.215.0.132', '23.220.75.238', '2600:1406:5e00:6::17ce:bc29']"
